Country,EdLevel,YearsCodePro,Salary
15,2,5.0,58345.0
16,3,3.0,50000.0
2,2,7.0,81787.0
2,0,3.0,126397.0
16,0,5.0,155000.0
16,0,0.5,85000.0
15,1,16.0,110483.0
7,1,5.0,106912.0
1,3,10.0,16230.0
16,2,10.0,167000.0
16,0,19.0,170000.0
15,0,10.0,88138.0
15,1,25.0,114704.0
16,1,5.0,63500.0
16,0,5.0,147500.0
16,0,32.0,122000.0
11,1,2.0,37086.0
13,1,2.0,28748.0
15,0,4.0,49655.0
4,2,14.0,91026.0
16,1,15.0,88000.0
16,1,5.0,115000.0
16,2,8.0,150000.0
16,1,10.0,200000.0
16,0,27.0,210000.0
16,0,16.0,240000.0
16,0,10.0,160000.0
16,3,16.0,140000.0
16,0,27.0,120000.0
16,1,26.0,83000.0
5,2,5.0,83530.0
16,0,5.0,200000.0
16,0,6.0,153000.0
13,1,2.0,40542.0
16,0,3.0,100000.0
16,0,2.0,93000.0
16,0,14.0,250000.0
12,3,0.5,21846.0
16,0,12.0,150000.0
16,2,12.0,135000.0
2,1,10.0,111527.0
9,1,26.0,102806.0
0,0,6.0,115682.0
16,0,7.0,230000.0
16,2,15.0,200000.0
16,1,10.0,135000.0
3,2,1.0,69017.0
1,0,9.0,21099.0
16,1,13.0,139000.0
8,1,16.0,38552.0
0,0,20.0,125597.0
16,0,3.0,109000.0
16,3,3.0,84000.0
11,0,8.0,83742.0
16,0,15.0,115000.0
16,2,6.0,151000.0
8,0,5.0,29985.0
16,0,6.0,150000.0
16,0,10.0,123000.0
1,1,16.0,22894.0
0,1,20.0,95851.0
5,0,8.0,85672.0
16,2,3.0,90000.0
12,1,10.0,29450.0
16,0,19.0,250000.0
16,0,8.0,220000.0
16,0,8.0,100000.0
16,3,5.0,70000.0
16,0,16.0,200000.0
16,0,6.0,175000.0
16,0,35.0,195000.0
16,2,11.0,178500.0
12,2,3.0,42836.0
16,0,6.0,130000.0
16,0,23.0,137000.0
16,0,10.0,160000.0
2,0,12.0,85504.0
9,2,8.0,77104.0
2,0,2.0,55764.0
16,0,7.0,242400.0
16,0,19.0,130000.0
15,1,7.0,67757.0
0,0,23.0,102461.0
8,1,5.0,58899.0
16,2,3.0,155000.0
0,1,20.0,132208.0
16,2,31.0,125000.0
16,1,1.0,50000.0
16,2,5.0,200000.0
15,0,23.0,148966.0
7,2,12.0,125621.0
3,1,12.0,112152.0
16,0,1.0,80500.0
16,0,38.0,200000.0
16,1,13.0,150000.0
16,1,3.0,170000.0
16,0,5.0,115000.0
16,0,29.0,191800.0
1,0,10.0,55811.0
13,0,6.0,47545.0
0,0,29.0,74036.0
16,2,12.0,200000.0
16,3,4.0,210000.0
11,2,7.0,41632.0
16,0,8.0,140000.0
2,1,23.0,81787.0
1,0,11.0,28403.0
2,1,10.0,59481.0
16,1,30.0,240000.0
9,0,9.0,128507.0
16,1,24.0,170000.0
15,2,6.0,68276.0
2,0,9.0,85504.0
16,0,4.0,200000.0
15,0,6.0,99311.0
15,0,13.0,93104.0
16,1,10.0,180000.0
16,0,45.0,100000.0
16,2,7.0,200000.0
0,0,13.0,72714.0
16,2,4.0,115000.0
0,0,10.0,73045.0
15,2,11.0,163862.0
16,0,18.0,240000.0
1,2,17.0,120711.0
2,1,15.0,70634.0
16,0,10.0,130000.0
16,2,3.0,130000.0
0,1,13.0,125597.0
2,2,26.0,185879.0
16,0,3.0,117000.0
16,0,12.0,250000.0
16,0,6.0,120000.0
16,2,8.0,180000.0
16,0,15.0,110000.0
16,1,7.0,225000.0
1,0,7.0,50719.0
16,2,12.0,225000.0
16,0,15.0,225000.0
16,0,0.5,90580.0
16,2,2.0,95000.0
16,0,3.0,192182.0
9,1,14.0,85672.0
16,0,10.0,150000.0
16,3,2.0,62000.0
16,0,23.0,81000.0
16,3,12.0,50000.0
4,2,9.0,66396.0
16,0,12.0,195000.0
16,0,7.0,130000.0
15,0,5.0,45931.0
2,1,11.0,70634.0
3,2,10.0,106832.0
16,0,4.0,90000.0
16,0,38.0,154000.0
6,2,12.0,30292.0
16,2,10.0,180000.0
16,2,26.0,200000.0
16,0,30.0,182100.0
1,0,15.0,16230.0
16,0,4.0,109000.0
14,3,8.0,132260.0
2,0,7.0,156138.0
16,0,12.0,244750.0
2,0,8.0,111527.0
15,1,5.0,43448.0
2,0,0.5,62455.0
16,2,16.0,79000.0
0,0,20.0,74697.0
16,3,4.0,200000.0
16,1,21.0,89000.0
16,0,6.0,200000.0
16,0,6.0,200000.0
16,2,8.0,240000.0
16,0,4.0,250000.0
16,1,1.0,103500.0
16,0,10.0,125000.0
16,2,5.0,162000.0
2,3,1.0,48328.0
0,0,20.0,132208.0
16,0,8.0,180000.0
16,2,1.0,180000.0
16,1,35.0,140000.0
16,3,11.0,230000.0
16,0,8.0,240000.0
16,3,6.0,105000.0
16,0,7.0,180000.0
16,1,23.0,105000.0
2,2,14.0,104092.0
16,0,1.0,150000.0
16,0,4.0,66000.0
16,2,8.0,250000.0
2,0,10.0,89222.0
16,0,10.0,208000.0
16,2,1.0,73000.0
16,0,15.0,150000.0
0,2,2.0,42968.0
0,0,11.0,76019.0
16,0,9.0,180000.0
2,1,17.0,66916.0
16,0,12.0,107000.0
16,0,8.0,130000.0
0,2,5.0,118987.0
16,0,24.0,160000.0
2,0,15.0,223054.0
16,2,14.0,120000.0
16,1,6.0,200000.0
16,0,4.0,130000.0
0,0,7.0,99156.0
16,0,13.0,112000.0
16,3,0.5,72000.0
6,0,8.0,109052.0
2,0,20.0,74351.0
12,3,10.0,40159.0
2,0,4.0,63199.0
2,0,8.0,84017.0
7,0,20.0,250000.0
16,0,20.0,114000.0
16,0,24.0,120000.0
0,3,10.0,128242.0
1,0,14.0,12781.0
16,2,6.0,105000.0
16,0,28.0,130000.0
16,1,20.0,130000.0
16,0,5.0,143000.0
15,3,5.0,74483.0
2,3,2.0,72121.0
16,0,16.0,240000.0
16,0,21.0,105000.0
2,0,27.0,141268.0
16,1,7.0,125000.0
0,0,5.0,49578.0
16,0,12.0,170000.0
16,0,18.0,142000.0
16,1,25.0,170000.0
16,3,23.0,203000.0
16,0,11.0,169000.0
0,0,4.0,79325.0
16,0,7.0,180000.0
16,0,30.0,225000.0
2,0,24.0,148703.0
16,2,27.0,250000.0
16,0,36.0,104500.0
1,0,5.0,32460.0
16,2,2.0,94000.0
16,1,8.0,162000.0
2,2,4.0,144985.0
16,2,20.0,216000.0
16,0,6.0,140000.0
6,0,15.0,50891.0
16,0,21.0,85000.0
2,0,9.0,81787.0
16,1,4.0,92000.0
16,0,34.0,89400.0
16,0,28.0,92000.0
2,3,12.0,59481.0
0,1,4.0,66104.0
2,0,4.0,75605.0
16,0,20.0,185000.0
0,1,10.0,99156.0
16,0,1.0,86000.0
6,0,2.0,13329.0
1,1,1.0,20693.0
16,0,21.0,135000.0
16,3,12.0,103000.0
16,0,7.0,200000.0
16,0,0.5,95000.0
16,0,19.0,228555.0
16,0,6.0,220000.0
16,0,7.0,155000.0
16,3,20.0,185000.0
16,0,14.0,195000.0
2,2,10.0,234207.0
16,0,7.0,160000.0
16,1,11.0,195000.0
16,0,16.0,136000.0
1,3,5.0,21911.0
16,0,14.0,225000.0
16,2,18.0,190000.0
16,0,1.0,140000.0
16,0,15.0,180000.0
2,1,11.0,111527.0
16,3,8.0,125000.0
16,0,10.0,230000.0
16,0,42.0,180000.0
13,0,6.0,71870.0
16,0,8.0,250000.0
1,0,8.0,30431.0
6,2,3.0,12541.0
10,2,15.0,117797.0
16,0,15.0,168000.0
2,0,8.0,154651.0
16,0,14.0,200000.0
16,2,6.0,170000.0
2,0,32.0,100374.0
13,3,5.0,57496.0
16,0,6.0,120000.0
16,2,19.0,190000.0
2,0,8.0,77102.0
16,0,10.0,110000.0
16,0,23.0,165000.0
1,2,5.0,19476.0
0,1,26.0,122292.0
16,2,4.0,180000.0
16,0,43.0,140000.0
16,0,15.0,98000.0
5,1,24.0,128507.0
16,3,20.0,188477.0
0,0,3.0,66765.0
16,1,15.0,160000.0
2,2,5.0,92939.0
2,0,7.0,68403.0
2,0,10.0,89222.0
16,0,4.0,112000.0
16,2,16.0,250000.0
0,0,23.0,83952.0
0,0,9.0,112377.0
16,2,40.0,210000.0
16,0,14.0,200000.0
16,0,0.5,87000.0
0,2,20.0,99156.0
0,1,25.0,102461.0
16,0,17.0,140000.0
16,0,19.0,203000.0
2,0,29.0,83274.0
6,0,8.0,30292.0
0,0,2.0,66104.0
16,0,25.0,220000.0
16,0,13.0,114638.0
16,2,12.0,200000.0
16,2,7.0,178000.0
16,2,25.0,230000.0
0,1,6.0,105766.0
0,0,32.0,145429.0
0,0,8.0,112377.0
0,1,6.0,65839.0
9,0,5.0,54616.0
0,0,17.0,122953.0
8,1,22.0,27843.0
16,0,38.0,200000.0
16,1,22.0,140000.0
0,3,27.0,95851.0
13,0,2.0,55285.0
5,0,12.0,92097.0
0,0,6.0,124275.0
5,1,40.0,80317.0
0,0,22.0,105766.0
6,0,3.0,14540.0
6,0,6.0,69066.0
16,2,8.0,62000.0
2,0,37.0,130115.0
6,0,2.0,24234.0
5,0,16.0,91026.0
16,0,2.0,70200.0
16,2,18.0,220000.0
16,0,5.0,165000.0
6,0,1.0,11511.0
0,0,20.0,115682.0
5,3,6.0,55687.0
16,2,14.0,135000.0
11,0,6.0,74963.0
16,0,8.0,185000.0
16,2,10.0,210000.0
14,1,5.0,79356.0
6,0,3.0,16964.0
15,0,11.0,114207.0
6,2,10.0,47256.0
11,2,3.0,35889.0
14,3,5.0,90377.0
16,0,2.0,80000.0
6,0,4.0,10905.0
13,0,19.0,57588.0
5,2,11.0,99593.0
16,0,20.0,185000.0
12,2,25.0,85672.0
0,0,9.0,63460.0
12,0,20.0,32127.0
16,2,11.0,150000.0
16,0,10.0,200000.0
5,0,2.0,74963.0
1,0,5.0,24345.0
16,0,3.0,160000.0
0,1,8.0,72714.0
16,2,9.0,110000.0
5,0,0.5,58899.0
10,2,17.0,181226.0
16,0,10.0,145000.0
0,0,21.0,177819.0
13,1,5.0,82927.0
15,0,0.5,80690.0
16,2,5.0,160000.0
0,0,4.0,76019.0
7,1,3.0,24055.0
6,3,10.0,33927.0
4,2,5.0,64254.0
13,2,5.0,66342.0
5,2,12.0,123153.0
6,0,1.0,14540.0
5,0,10.0,107090.0
11,1,1.0,24118.0
15,2,25.0,142759.0
16,2,5.0,102300.0
16,0,18.0,200000.0
16,1,12.0,118000.0
16,0,2.0,75000.0
5,3,7.0,69608.0
16,2,6.0,200000.0
16,2,1.0,162000.0
0,2,22.0,165260.0
15,3,10.0,111724.0
0,0,10.0,96512.0
12,0,9.0,58899.0
5,2,11.0,107090.0
15,1,3.0,43448.0
15,2,19.0,93104.0
6,0,7.0,29081.0
16,0,9.0,192000.0
6,0,10.0,41197.0
5,2,2.0,64254.0
5,2,13.0,86743.0
5,0,11.0,53545.0
0,0,6.0,56188.0
0,0,7.0,66104.0
16,0,1.0,70000.0
16,1,25.0,140000.0
2,2,6.0,104092.0
13,1,5.0,64499.0
5,2,8.0,73892.0
16,0,13.0,156000.0
0,0,3.0,66104.0
12,2,10.0,64254.0
4,2,12.0,46584.0
6,2,0.5,30292.0
11,2,5.0,53116.0
3,0,3.0,75918.0
9,0,9.0,58899.0
11,0,1.0,32300.0
0,0,9.0,72053.0
14,0,15.0,110216.0
6,0,7.0,43621.0
16,3,9.0,130000.0
4,2,11.0,74963.0
5,2,12.0,69908.0
16,1,12.0,225000.0
10,0,2.0,50743.0
16,2,35.0,125000.0
6,0,8.0,14068.0
7,3,5.0,80184.0
8,2,4.0,40694.0
0,3,19.0,89261.0
13,2,13.0,61919.0
6,0,3.0,18175.0
12,1,9.0,160634.0
12,2,12.0,72000.0
13,3,14.0,47914.0
4,2,16.0,67466.0
11,0,16.0,68907.0
5,3,12.0,71750.0
3,0,1.0,60390.0
9,0,5.0,72821.0
6,2,10.0,48468.0
4,0,3.0,38552.0
7,0,14.0,80184.0
5,2,6.0,85672.0
9,0,8.0,44978.0
6,0,9.0,29081.0
6,2,5.0,10905.0
15,2,10.0,248276.0
9,0,16.0,49861.0
15,2,8.0,67035.0
16,0,12.0,235000.0
14,0,14.0,108012.0
6,0,4.0,54526.0
13,3,15.0,50678.0
6,0,17.0,48468.0
5,0,3.0,67466.0
4,3,7.0,74963.0
5,0,8.0,85672.0
5,1,15.0,80317.0
12,2,7.0,48190.0
5,2,3.0,74963.0
6,0,7.0,21810.0
16,0,5.0,120000.0
4,0,30.0,73892.0
12,2,5.0,35340.0
6,0,2.0,19387.0
2,0,4.0,111527.0
15,0,20.0,93104.0
14,0,13.0,137770.0
8,1,5.0,51403.0
16,0,11.0,240000.0
9,2,1.0,80317.0
4,0,7.0,42836.0
7,2,3.0,133640.0
4,2,8.0,30343.0
0,3,2.0,49578.0
12,3,36.0,64254.0
10,0,5.0,82458.0
9,2,3.0,58899.0
12,2,23.0,69608.0
7,0,10.0,93548.0
5,2,5.0,63611.0
8,0,3.0,28914.0
11,2,15.0,91877.0
8,0,7.0,42836.0
15,0,5.0,51145.0
13,1,39.0,49756.0
5,0,8.0,66396.0
14,1,2.0,66130.0
16,2,10.0,175000.0
16,1,4.0,110000.0
12,3,2.0,35340.0
5,1,2.0,54616.0
6,0,3.0,12117.0
4,2,1.0,48190.0
6,0,5.0,24234.0
4,2,20.0,64254.0
5,0,3.0,69608.0
12,3,3.0,26772.0
15,0,3.0,47793.0
14,3,20.0,154303.0
7,1,35.0,240551.0
0,0,22.0,99156.0
10,0,7.0,90613.0
15,0,28.0,116690.0
15,0,7.0,52138.0
7,0,4.0,125087.0
4,2,16.0,88884.0
10,2,4.0,99674.0
11,2,2.0,65558.0
5,1,5.0,46049.0
0,0,15.0,104114.0
8,0,6.0,42836.0
5,1,6.0,56757.0
13,1,7.0,60813.0
15,2,18.0,112966.0
8,2,5.0,42836.0
7,1,37.0,117603.0
3,0,29.0,143785.0
4,2,14.0,107090.0
4,0,0.5,42836.0
8,1,8.0,48190.0
5,2,8.0,128507.0
15,2,36.0,62069.0
8,2,2.0,26772.0
11,1,20.0,66993.0
6,0,7.0,60584.0
5,2,12.0,107090.0
5,1,15.0,91026.0
8,0,11.0,55687.0
10,0,6.0,67054.0
15,3,13.0,105517.0
4,2,2.0,38552.0
15,1,10.0,130345.0
12,3,2.0,19276.0
7,3,34.0,152884.0
5,0,5.0,80317.0
4,2,0.5,36410.0
5,3,15.0,85672.0
15,2,1.0,37241.0
6,0,2.0,10905.0
12,2,6.0,58899.0
4,2,15.0,42836.0
4,2,5.0,74963.0
4,2,1.0,53545.0
8,2,13.0,53545.0
5,1,10.0,42836.0
0,2,24.0,118987.0
5,2,17.0,58899.0
13,0,7.0,110570.0
4,2,1.0,58899.0
3,2,9.0,115603.0
5,0,5.0,73892.0
8,2,12.0,77104.0
10,2,8.0,81099.0
7,0,4.0,99524.0
10,0,2.0,54368.0
12,2,7.0,51403.0
5,3,11.0,70679.0
11,2,7.0,50245.0
4,2,10.0,53545.0
5,1,3.0,34269.0
5,2,10.0,74963.0
4,2,7.0,46584.0
5,0,7.0,74963.0
12,0,2.0,30735.0
6,2,6.0,42409.0
14,0,10.0,82662.0
10,2,2.0,63882.0
7,2,9.0,58801.0
5,2,17.0,128507.0
5,0,6.0,53545.0
16,0,7.0,175000.0
9,0,7.0,85672.0
13,1,0.5,36488.0
11,0,10.0,59815.0
5,3,20.0,71750.0
5,0,9.0,77104.0
4,2,1.0,42836.0
6,0,4.0,31504.0
4,0,17.0,53545.0
8,0,15.0,48190.0
13,3,10.0,55285.0
5,1,4.0,124224.0
4,2,2.0,48190.0
10,2,4.0,99674.0
9,0,2.0,64254.0
15,2,4.0,80690.0
13,3,16.0,73713.0
15,1,20.0,116690.0
9,2,8.0,64254.0
8,2,30.0,53545.0
15,0,5.0,41710.0
8,3,10.0,37481.0
6,0,0.5,20599.0
12,2,2.0,44978.0
4,2,0.5,44978.0
15,0,10.0,186207.0
15,2,11.0,115448.0
9,0,5.0,53545.0
13,1,15.0,57496.0
4,3,2.0,31056.0
15,0,10.0,58345.0
12,2,18.0,104948.0
6,2,13.0,50164.0
5,0,11.0,96381.0
5,1,10.0,107090.0
11,2,10.0,47852.0
16,0,8.0,160000.0
13,1,6.0,46439.0
5,0,8.0,81388.0
15,0,6.0,99311.0
14,0,9.0,121238.0
15,1,9.0,45931.0
15,0,14.0,53379.0
4,1,7.0,69608.0
9,3,6.0,82459.0
9,3,3.0,48190.0
5,2,12.0,96381.0
4,3,10.0,112444.0
15,1,20.0,83793.0
9,3,10.0,104225.0
9,0,6.0,48190.0
5,2,5.0,58899.0
5,2,11.0,70679.0
13,1,11.0,71133.0
8,3,6.0,32127.0
5,0,12.0,112444.0
4,2,12.0,26344.0
9,3,17.0,80317.0
15,0,12.0,72000.0
15,0,5.0,46552.0
15,2,5.0,105517.0
8,2,9.0,49261.0
0,0,39.0,214838.0
13,0,12.0,69106.0
7,0,12.0,129898.0
6,0,10.0,50000.0
15,2,28.0,64552.0
6,2,4.0,15752.0
8,2,5.0,35340.0
4,2,3.0,42836.0
13,2,8.0,64130.0
12,1,2.0,26772.0
0,3,4.0,82630.0
4,2,9.0,85672.0
15,0,12.0,90261.0
15,0,10.0,70759.0
6,0,4.0,13934.0
5,1,1.0,64254.0
15,2,6.0,92173.0
5,2,8.0,133862.0
15,0,4.0,62069.0
6,0,6.0,21205.0
15,1,8.0,55862.0
11,0,8.0,76564.0
15,0,6.0,74483.0
4,3,5.0,91026.0
15,0,3.0,150207.0
16,3,5.0,210000.0
5,1,2.0,48190.0
14,0,2.0,110216.0
12,0,5.0,35340.0
6,2,8.0,24234.0
14,3,4.0,110216.0
11,0,7.0,44263.0
7,1,4.0,60000.0
4,2,3.0,41765.0
15,0,20.0,126621.0
9,0,7.0,91026.0
12,2,9.0,66396.0
8,0,12.0,58899.0
15,0,5.0,38483.0
8,0,17.0,64254.0
7,2,23.0,160367.0
0,2,6.0,95190.0
8,2,6.0,38552.0
6,0,1.0,21810.0
5,1,22.0,71750.0
5,2,7.0,139216.0
12,1,11.0,85672.0
5,0,5.0,54080.0
4,3,4.0,36410.0
5,2,4.0,96381.0
15,2,11.0,62069.0
15,0,3.0,62069.0
13,1,10.0,69106.0
4,1,20.0,46049.0
5,1,4.0,57828.0
3,0,3.0,64703.0
15,0,36.0,86897.0
6,0,1.0,20599.0
10,1,14.0,54368.0
15,1,18.0,39724.0
12,0,3.0,96381.0
14,0,5.0,99195.0
4,2,5.0,53545.0
9,2,12.0,64254.0
13,0,2.0,84181.0
12,3,6.0,48190.0
6,0,2.0,60584.0
6,2,6.0,24234.0
5,2,15.0,91026.0
12,3,15.0,48576.0
5,0,12.0,113515.0
9,0,7.0,40694.0
8,2,7.0,43907.0
5,2,10.0,171343.0
1,2,7.0,52748.0
8,2,8.0,26772.0
15,2,10.0,117931.0
3,3,6.0,69017.0
5,2,10.0,80317.0
9,1,4.0,36694.0
4,0,3.0,51403.0
5,2,6.0,40694.0
15,1,12.0,136552.0
5,2,2.0,51403.0
6,2,8.0,23313.0
14,1,11.0,105808.0
14,0,0.5,66130.0
9,0,1.0,42836.0
15,0,5.0,124138.0
13,0,30.0,66342.0
4,2,11.0,53545.0
5,1,6.0,58899.0
13,2,20.0,101356.0
15,2,7.0,124138.0
15,2,3.0,53379.0
9,2,5.0,49964.0
15,0,11.0,93104.0
11,2,11.0,95705.0
6,2,5.0,10905.0
15,2,5.0,139655.0
5,1,11.0,69608.0
4,2,2.0,35661.0
8,0,8.0,41765.0
7,0,8.0,184423.0
12,0,8.0,58899.0
7,0,13.0,160367.0
10,0,18.0,71584.0
5,1,9.0,66396.0
9,3,4.0,37481.0
13,1,1.0,41464.0
14,2,8.0,165324.0
7,1,11.0,69493.0
15,0,10.0,172552.0
15,0,25.0,117931.0
4,3,3.0,33580.0
4,2,6.0,50038.0
15,0,7.0,49655.0
6,0,8.0,43621.0
13,1,16.0,65420.0
16,0,10.0,118000.0
4,2,5.0,64254.0
5,1,17.0,53545.0
16,0,15.0,250000.0
10,2,7.0,81552.0
15,0,9.0,136552.0
8,1,4.0,27843.0
14,2,12.0,66130.0
7,0,29.0,133640.0
4,1,11.0,54616.0
11,0,16.0,100490.0
15,3,27.0,223449.0
12,0,6.0,86000.0
5,0,10.0,80317.0
14,3,23.0,143281.0
5,0,8.0,78175.0
5,2,8.0,56222.0
15,1,39.0,117931.0
16,2,8.0,200000.0
6,2,9.0,50891.0
11,1,3.0,12202.0
15,3,34.0,99311.0
5,0,4.0,64254.0
15,1,17.0,54621.0
15,0,6.0,86897.0
8,1,9.0,32127.0
5,0,6.0,36410.0
6,0,9.0,24234.0
15,0,7.0,75104.0
5,3,32.0,91026.0
15,3,10.0,80690.0
9,2,16.0,72821.0
5,2,13.0,98522.0
13,1,16.0,73713.0
15,1,25.0,93104.0
16,2,20.0,136000.0
8,0,8.0,38552.0
11,2,11.0,63165.0
6,0,12.0,180000.0
15,3,10.0,94221.0
4,2,5.0,72821.0
7,0,10.0,173731.0
6,0,2.0,19387.0
13,2,20.0,110570.0
5,2,11.0,91026.0
3,0,8.0,115028.0
15,0,2.0,71379.0
16,0,9.0,107000.0
9,0,9.0,117798.0
11,0,7.0,80870.0
15,0,13.0,144000.0
6,0,2.0,14540.0
15,0,16.0,109242.0
12,2,15.0,149925.0
15,2,21.0,55862.0
3,1,0.5,46011.0
15,0,2.0,68276.0
5,1,8.0,85672.0
8,0,6.0,50332.0
15,1,8.0,114207.0
13,3,22.0,46439.0
0,2,3.0,72053.0
4,2,10.0,51403.0
8,1,1.0,19276.0
5,0,2.0,62112.0
1,0,1.0,16433.0
5,2,14.0,139216.0
2,0,17.0,63199.0
16,2,18.0,200000.0
15,2,19.0,117931.0
5,1,6.0,41122.0
15,1,11.0,68276.0
4,2,1.0,44978.0
6,2,20.0,66643.0
12,2,6.0,64254.0
15,0,6.0,94345.0
15,0,5.0,93104.0
5,3,7.0,64254.0
14,2,7.0,247987.0
15,0,1.0,34138.0
15,0,4.0,62069.0
12,3,6.0,29985.0
15,1,10.0,80690.0
6,0,7.0,18781.0
3,3,35.0,115028.0
14,3,14.0,165324.0
15,1,10.0,84414.0
5,0,5.0,53201.0
15,0,26.0,211035.0
0,0,0.5,43827.0
2,2,11.0,107810.0
4,2,6.0,42836.0
11,0,2.0,23926.0
5,0,14.0,78711.0
16,0,19.0,243000.0
13,2,25.0,99513.0
1,1,11.0,16230.0
7,0,9.0,69493.0
16,0,20.0,75000.0
16,0,9.0,49000.0
11,0,6.0,31104.0
5,0,5.0,69608.0
16,3,12.0,130000.0
15,2,27.0,136552.0
14,0,11.0,121238.0
8,1,15.0,53545.0
5,2,5.0,74963.0
5,1,5.0,53545.0
10,2,7.0,72490.0
15,0,12.0,130345.0
5,0,11.0,78175.0
15,0,1.0,36000.0
6,0,8.0,31504.0
5,2,6.0,71750.0
15,0,6.0,101793.0
13,2,26.0,60813.0
16,0,31.0,145000.0
12,0,8.0,71750.0
5,0,6.0,67038.0
6,0,4.0,12117.0
15,1,15.0,105517.0
15,3,10.0,55172.0
0,0,4.0,58171.0
15,0,4.0,61448.0
5,0,8.0,77104.0
1,1,25.0,20288.0
9,2,5.0,56757.0
16,0,15.0,205000.0
5,2,6.0,80317.0
12,0,15.0,57828.0
5,1,12.0,85672.0
0,2,5.0,109071.0
1,2,16.0,101438.0
15,2,6.0,142134.0
10,2,3.0,72490.0
16,1,8.0,200000.0
5,1,3.0,42836.0
11,0,2.0,35889.0
5,2,4.0,69608.0
16,3,6.0,126000.0
11,0,1.0,11963.0
11,0,5.0,38760.0
6,0,7.0,12117.0
16,0,33.0,160000.0
16,1,8.0,120000.0
16,0,1.0,90000.0
4,2,15.0,85672.0
2,2,5.0,66173.0
1,0,3.0,39561.0
16,0,10.0,190000.0
16,1,30.0,130000.0
5,2,11.0,101735.0
15,0,12.0,83173.0
0,0,26.0,105766.0
10,1,15.0,76115.0
5,0,10.0,107090.0
16,0,1.0,80000.0
5,3,10.0,70679.0
4,2,8.0,117798.0
16,2,11.0,180000.0
13,1,5.0,51599.0
5,1,6.0,37481.0
12,1,5.0,53545.0
16,1,15.0,112000.0
16,1,20.0,175000.0
13,0,12.0,61735.0
12,1,24.0,96381.0
2,0,23.0,40893.0
5,1,23.0,107090.0
16,0,30.0,145000.0
14,2,4.0,126749.0
10,0,3.0,54368.0
0,3,8.0,49879.0
0,0,24.0,152039.0
15,3,41.0,52138.0
9,0,7.0,62349.0
8,2,4.0,43907.0
10,0,6.0,70678.0
1,0,13.0,120000.0
6,0,2.0,20599.0
5,3,6.0,38552.0
3,2,2.0,34508.0
8,0,9.0,35340.0
15,1,1.0,37241.0
5,3,16.0,128507.0
8,1,10.0,42836.0
16,2,12.0,135000.0
15,2,7.0,70759.0
4,2,5.0,71750.0
15,0,11.0,86897.0
3,3,9.0,94179.0
13,2,15.0,66342.0
0,0,20.0,138818.0
4,0,0.5,32127.0
6,0,3.0,27869.0
9,0,14.0,72821.0
14,2,1.0,79356.0
4,2,1.0,37481.0
5,2,10.0,139216.0
13,0,6.0,46439.0
5,1,8.0,27843.0
10,0,3.0,63429.0
10,2,7.0,96684.0
6,1,11.0,19409.0
12,1,22.0,96381.0
8,1,2.0,19276.0
4,2,1.0,38552.0
15,2,4.0,69046.0
5,2,4.0,107090.0
15,0,8.0,99311.0
15,2,5.0,89379.0
3,2,11.0,103525.0
15,0,9.0,116690.0
11,2,5.0,44263.0
5,2,15.0,74963.0
16,0,8.0,155000.0
9,2,2.0,43907.0
16,2,9.0,155000.0
14,0,1.0,100297.0
5,2,15.0,96381.0
8,1,27.0,42836.0
4,2,8.0,72821.0
13,0,1.0,58655.0
11,2,20.0,95705.0
5,0,3.0,42836.0
12,2,0.5,32127.0
9,2,30.0,155280.0
16,1,7.0,215000.0
15,0,9.0,105517.0
4,3,5.0,35627.0
15,3,7.0,102414.0
5,1,6.0,48190.0
9,2,16.0,240951.0
16,1,24.0,200000.0
4,2,14.0,74963.0
5,2,6.0,88884.0
1,0,7.0,13193.0
16,2,13.0,90000.0
14,2,25.0,143281.0
15,0,18.0,130345.0
15,2,30.0,68276.0
5,1,9.0,74963.0
1,2,1.0,16230.0
12,0,9.0,214179.0
16,3,10.0,130000.0
6,2,3.0,14540.0
13,0,17.0,81453.0
16,1,22.0,115000.0
16,0,19.0,110000.0
3,0,11.0,129406.0
10,0,13.0,66147.0
15,2,5.0,113959.0
16,0,3.0,96000.0
4,2,2.0,43371.0
13,0,11.0,56391.0
10,0,5.0,62523.0
16,2,0.5,77000.0
14,2,3.0,115727.0
6,2,8.0,145403.0
5,0,5.0,44978.0
12,3,15.0,50868.0
12,2,4.0,31056.0
16,2,23.0,130000.0
13,2,30.0,55285.0
4,0,8.0,66396.0
16,0,5.0,140000.0
1,0,7.0,29214.0
4,2,9.0,58899.0
13,0,2.0,44228.0
5,3,13.0,69608.0
4,3,4.0,38552.0
6,0,6.0,35139.0
16,0,25.0,167000.0
1,1,3.0,21302.0
15,0,3.0,67035.0
16,0,8.0,130000.0
16,2,11.0,200000.0
16,0,11.0,180000.0
16,2,35.0,178000.0
16,2,8.0,230000.0
16,3,18.0,70000.0
16,2,35.0,95000.0
2,3,20.0,100374.0
15,0,11.0,125690.0
4,0,9.0,64254.0
15,0,3.0,74483.0
0,1,4.0,85935.0
16,0,8.0,200000.0
5,3,7.0,82459.0
2,0,5.0,66916.0
16,2,16.0,165000.0
15,0,29.0,86897.0
15,3,6.0,86897.0
4,3,3.0,38552.0
15,2,1.0,49655.0
12,2,13.0,59970.0
15,0,10.0,62069.0
5,2,2.0,55687.0
5,2,5.0,74963.0
8,2,36.0,85672.0
4,2,3.0,53545.0
16,1,5.0,95000.0
