Country,EdLevel,YearsCodePro,Salary
13,1,8.0,56667.0
16,0,8.0,163500.0
5,2,3.0,72821.0
1,2,11.0,28403.0
5,2,23.0,107090.0
12,0,8.0,69608.0
16,0,2.0,102000.0
6,1,13.0,30292.0
16,2,19.0,250000.0
2,3,20.0,83274.0
16,0,5.0,115000.0
16,0,7.0,128000.0
16,1,11.0,142500.0
6,0,7.0,44832.0
5,1,4.0,64254.0
16,0,10.0,170000.0
16,0,8.0,104000.0
16,0,4.0,108000.0
16,2,15.0,122000.0
2,1,7.0,59481.0
8,2,3.0,32127.0
2,0,12.0,237925.0
16,0,10.0,140000.0
16,2,7.0,200000.0
16,0,13.0,180000.0
4,2,9.0,101735.0
4,2,1.0,38552.0
16,0,0.5,69000.0
16,0,12.0,184000.0
5,0,7.0,78175.0
16,0,19.0,48000.0
16,0,6.0,140000.0
16,2,10.0,145000.0
12,1,5.0,36410.0
16,0,10.0,200000.0
16,1,8.0,170000.0
16,2,11.0,135000.0
5,0,2.0,73892.0
16,0,9.0,156000.0
5,2,3.0,69608.0
8,0,25.0,32127.0
16,0,12.0,60000.0
6,2,6.0,21810.0
16,2,7.0,197500.0
16,0,8.0,176000.0
16,0,9.0,90000.0
4,2,23.0,85672.0
5,1,1.0,41765.0
16,0,15.0,135000.0
15,2,16.0,62069.0
16,3,2.0,85000.0
16,0,18.0,190000.0
16,2,25.0,200000.0
16,0,4.0,165000.0
12,1,6.0,74963.0
5,0,7.0,44978.0
12,0,2.0,29985.0
16,2,25.0,240000.0
15,0,32.0,74483.0
2,0,8.0,92196.0
16,3,10.0,160000.0
13,2,5.0,78320.0
3,2,14.0,86271.0
16,2,10.0,105000.0
16,0,16.0,154000.0
15,0,26.0,173793.0
16,0,8.0,105000.0
16,0,2.0,80000.0
16,0,7.0,130000.0
8,3,5.0,33198.0
16,1,32.0,175000.0
4,0,23.0,66824.0
16,2,25.0,201609.0
16,0,12.0,250000.0
16,0,8.0,100000.0
2,3,3.0,185879.0
2,3,5.0,42009.0
1,2,3.0,24345.0
16,0,15.0,73950.0
16,2,11.0,142000.0
16,2,13.0,160000.0
16,0,13.0,180000.0
2,0,16.0,74351.0
16,2,1.0,89000.0
16,0,4.0,150000.0
16,0,5.0,110000.0
15,0,14.0,80690.0
16,0,13.0,250000.0
16,2,12.0,200000.0
4,2,10.0,64254.0
16,0,22.0,209000.0
16,3,1.0,80000.0
4,2,2.0,48726.0
1,0,8.0,64920.0
16,1,9.0,168000.0
2,2,5.0,67660.0
15,1,15.0,81931.0
5,1,23.0,101735.0
16,2,6.0,141990.0
15,0,24.0,103035.0
16,0,13.0,116000.0
16,0,5.0,152000.0
2,1,6.0,92939.0
2,0,22.0,81787.0
16,2,20.0,94000.0
16,0,24.0,225000.0
12,0,2.0,27843.0
16,1,16.0,150000.0
5,2,10.0,101735.0
2,0,37.0,74351.0
4,2,8.0,96381.0
15,0,4.0,78207.0
16,0,9.0,130000.0
16,0,15.0,63000.0
16,0,22.0,165000.0
16,0,8.0,135000.0
16,1,13.0,81000.0
8,2,5.0,36410.0
16,0,13.0,181000.0
16,3,25.0,150000.0
16,0,4.0,165000.0
16,0,21.0,200000.0
3,2,9.0,115747.0
16,0,21.0,126000.0
2,1,33.0,111527.0
1,2,10.0,47465.0
16,0,5.0,90000.0
16,2,12.0,115000.0
16,0,8.0,165000.0
16,2,3.0,120000.0
16,0,2.0,124000.0
5,3,33.0,106019.0
4,2,1.0,41765.0
15,1,2.0,70759.0
16,1,0.5,76000.0
5,0,8.0,69608.0
1,0,6.0,16433.0
16,3,10.0,60000.0
16,0,16.0,183000.0
16,2,16.0,12000.0
15,1,11.0,80317.0
2,0,25.0,89222.0
16,3,7.0,92000.0
16,0,5.0,178000.0
11,0,6.0,66036.0
16,1,14.0,250000.0
2,2,6.0,148703.0
16,0,15.0,179805.0
16,0,10.0,170000.0
16,0,22.0,230000.0
16,0,9.0,175000.0
16,0,11.0,145000.0
5,1,4.0,91026.0
16,0,7.0,155000.0
8,0,15.0,42836.0
4,0,3.0,33198.0
16,0,6.0,208000.0
9,2,38.0,140000.0
5,3,5.0,79246.0
16,2,5.0,97000.0
16,0,30.0,145000.0
16,0,1.0,110000.0
16,0,13.0,205000.0
16,0,3.0,220000.0
11,2,8.0,71779.0
16,0,10.0,158000.0
16,0,10.0,165000.0
16,0,10.0,150000.0
16,3,21.0,139900.0
16,0,22.0,86000.0
16,0,26.0,150000.0
16,0,23.0,205000.0
15,0,12.0,142759.0
12,1,10.0,26772.0
16,2,30.0,215000.0
10,0,15.0,89707.0
16,1,20.0,55000.0
16,0,32.0,105000.0
16,0,16.0,180000.0
2,0,25.0,178443.0
12,1,16.0,64254.0
16,3,5.0,225000.0
16,0,12.0,180000.0
16,2,6.0,160000.0
16,1,5.0,92000.0
16,2,27.0,120000.0
10,2,16.0,99674.0
16,2,16.0,180000.0
13,0,5.0,48098.0
16,0,24.0,160000.0
16,0,2.0,130000.0
16,0,2.0,120000.0
16,2,40.0,250000.0
2,3,14.0,126397.0
16,0,3.0,100000.0
16,0,20.0,135000.0
9,0,7.0,77104.0
16,1,47.0,194000.0
1,0,22.0,43618.0
16,0,14.0,108000.0
16,0,6.0,150000.0
16,0,1.0,105000.0
4,3,6.0,85672.0
16,0,12.0,163000.0
16,2,10.0,198000.0
16,0,12.0,120000.0
16,0,17.0,250000.0
16,0,25.0,140000.0
16,0,18.0,126000.0
16,0,11.0,115000.0
16,1,16.0,165000.0
16,0,15.0,172000.0
16,0,17.0,140000.0
16,0,16.0,175000.0
15,2,5.0,223449.0
16,1,20.0,115000.0
16,0,3.0,80000.0
16,0,21.0,102000.0
5,3,7.0,94239.0
2,3,12.0,74351.0
16,0,27.0,165000.0
16,2,9.0,110000.0
15,0,12.0,161380.0
16,0,32.0,170000.0
16,0,25.0,220000.0
5,2,14.0,80317.0
16,1,9.0,245000.0
2,1,10.0,185879.0
2,0,4.0,70634.0
16,0,15.0,155000.0
16,0,18.0,146000.0
2,0,28.0,223054.0
5,0,12.0,94166.0
5,1,8.0,62112.0
16,0,9.0,174000.0
16,1,13.0,115000.0
16,0,28.0,125000.0
16,0,5.0,77000.0
16,0,2.0,102000.0
5,1,15.0,70679.0
16,0,40.0,130000.0
16,0,10.0,170000.0
1,1,5.0,12173.0
16,2,5.0,200000.0
5,3,5.0,58899.0
16,2,8.0,120000.0
7,0,6.0,118939.0
16,1,20.0,183000.0
16,0,7.0,100000.0
16,2,5.0,128000.0
16,0,9.0,110000.0
12,1,9.0,42836.0
16,0,16.0,160000.0
16,1,35.0,80000.0
16,0,3.0,80000.0
16,0,12.0,110000.0
16,0,7.0,195000.0
16,0,3.0,130000.0
2,0,19.0,92939.0
16,0,5.0,85000.0
12,1,1.0,24631.0
16,1,4.0,145000.0
15,0,15.0,52138.0
16,0,6.0,85000.0
16,0,8.0,140000.0
15,1,4.0,46552.0
16,0,11.0,85000.0
11,1,4.0,14356.0
2,0,25.0,130115.0
16,1,26.0,225000.0
16,0,34.0,125000.0
7,0,23.0,104239.0
16,3,9.0,90000.0
16,0,16.0,147000.0
8,0,0.5,21418.0
16,0,8.0,154000.0
16,1,18.0,180000.0
16,2,8.0,105000.0
11,2,11.0,112453.0
16,0,28.0,185000.0
16,0,9.0,160000.0
2,2,11.0,163573.0
3,2,6.0,72468.0
16,0,9.0,88400.0
16,2,4.0,85000.0
16,0,40.0,120000.0
16,1,18.0,250000.0
16,0,5.0,84000.0
16,0,0.5,94000.0
16,2,50.0,72700.0
16,0,23.0,170000.0
15,0,4.0,42207.0
16,0,13.0,250000.0
0,0,22.0,112377.0
16,1,16.0,210000.0
16,0,13.0,140000.0
15,2,20.0,78207.0
16,0,10.0,160000.0
9,0,16.0,47119.0
10,2,29.0,99674.0
16,0,3.0,96000.0
2,2,8.0,148703.0
16,0,5.0,145000.0
16,0,7.0,136000.0
2,0,16.0,193314.0
16,0,10.0,105000.0
16,0,10.0,180000.0
16,0,5.0,108500.0
2,1,5.0,37176.0
16,2,28.0,180000.0
16,0,9.0,234000.0
16,3,15.0,100000.0
16,0,17.0,124000.0
11,2,8.0,63404.0
16,0,3.0,55400.0
8,2,2.0,31056.0
16,0,2.0,90000.0
16,0,13.0,165000.0
2,1,15.0,150190.0
16,0,10.0,129000.0
16,0,4.0,120000.0
15,2,8.0,70759.0
4,2,32.0,74963.0
16,0,6.0,165000.0
15,2,22.0,127862.0
9,0,11.0,91026.0
16,1,12.0,165000.0
11,0,15.0,42349.0
16,0,13.0,180000.0
15,2,9.0,86897.0
16,0,36.0,117420.0
16,3,25.0,150000.0
16,2,1.0,90000.0
16,0,16.0,185000.0
16,0,4.0,73500.0
16,0,23.0,88000.0
16,2,7.0,110000.0
2,1,16.0,100374.0
16,0,2.0,70000.0
1,3,13.0,21099.0
16,0,19.0,107000.0
15,2,15.0,89379.0
16,0,6.0,180000.0
2,1,17.0,59481.0
16,0,15.0,150000.0
16,2,12.0,195000.0
5,2,23.0,83530.0
16,1,24.0,165000.0
16,0,19.0,125000.0
16,0,10.0,250000.0
16,0,42.0,108000.0
13,0,23.0,148792.0
2,0,29.0,81787.0
14,2,19.0,110216.0
16,3,7.0,110000.0
16,0,42.0,140000.0
16,0,19.0,130000.0
1,0,11.0,44836.0
16,2,13.0,210000.0
16,1,13.0,193320.0
16,1,1.0,80000.0
16,0,7.0,201250.0
16,3,6.0,135000.0
15,2,13.0,58403.0
16,0,11.0,70000.0
2,3,20.0,141268.0
16,0,5.0,250000.0
16,0,20.0,205000.0
2,2,5.0,111527.0
16,0,8.0,160000.0
5,2,7.0,70679.0
16,2,7.0,130000.0
16,0,20.0,120000.0
16,0,10.0,175000.0
16,0,2.0,135000.0
16,1,18.0,130000.0
5,1,0.5,53545.0
1,0,7.0,71007.0
16,0,20.0,240000.0
16,0,12.0,195620.0
16,0,13.0,250000.0
16,3,39.0,144000.0
16,0,2.0,85000.0
5,1,11.0,44978.0
2,0,11.0,107810.0
16,0,18.0,150000.0
16,0,18.0,165000.0
5,3,13.0,77104.0
5,1,12.0,98522.0
15,0,1.0,131586.0
16,3,9.0,113000.0
2,2,2.0,63199.0
16,0,1.0,100000.0
16,0,14.0,133000.0
16,0,3.0,104000.0
16,0,7.0,160000.0
16,0,4.0,177000.0
16,1,25.0,150000.0
9,0,7.0,75498.0
16,1,10.0,165000.0
16,0,35.0,225000.0
16,0,9.0,110000.0
16,3,11.0,190000.0
16,0,21.0,165000.0
16,0,35.0,150000.0
16,0,4.0,120000.0
5,1,4.0,52474.0
16,0,10.0,190000.0
16,2,30.0,200000.0
11,1,1.0,17227.0
2,0,6.0,66916.0
16,0,10.0,139000.0
6,0,7.0,43621.0
2,0,20.0,122680.0
16,0,6.0,85000.0
16,0,4.0,82362.0
16,0,12.0,160000.0
16,1,0.5,38500.0
16,2,10.0,185000.0
16,3,20.0,158000.0
2,0,19.0,81787.0
15,2,19.0,127862.0
16,0,33.0,76700.0
12,2,4.0,64254.0
16,3,20.0,150000.0
13,1,5.0,96749.0
16,1,13.0,100000.0
2,1,35.0,83200.0
5,2,3.0,48190.0
16,3,15.0,125000.0
4,3,4.0,42836.0
16,0,11.0,135000.0
16,0,19.0,223000.0
12,2,18.0,38552.0
15,1,13.0,86897.0
15,0,7.0,99311.0
9,2,13.0,85672.0
16,1,22.0,212000.0
16,3,10.0,152000.0
16,0,2.0,110000.0
16,0,4.0,115000.0
16,0,25.0,150000.0
16,0,9.0,155000.0
16,0,14.0,162500.0
16,0,10.0,160000.0
4,0,4.0,32127.0
16,0,14.0,180000.0
15,2,5.0,62069.0
16,0,1.0,115000.0
2,3,30.0,85504.0
16,3,31.0,100000.0
16,2,8.0,137000.0
2,0,7.0,104092.0
16,0,7.0,107000.0
5,1,1.0,10281.0
16,0,23.0,250000.0
16,2,39.0,220000.0
16,0,5.0,195000.0
16,1,25.0,200000.0
16,0,22.0,160000.0
2,0,14.0,76582.0
16,0,2.0,154000.0
12,0,4.0,31056.0
15,3,15.0,124138.0
16,0,2.0,71000.0
16,2,8.0,96000.0
16,0,23.0,130000.0
15,2,13.0,93104.0
4,2,2.0,17991.0
4,2,8.0,64254.0
5,2,4.0,66931.0
16,0,2.0,121000.0
16,0,12.0,128000.0
16,0,24.0,154000.0
16,2,9.0,125000.0
16,0,13.0,120000.0
16,0,9.0,120000.0
12,1,15.0,64254.0
16,2,5.0,100000.0
16,0,35.0,175000.0
2,0,7.0,92939.0
16,0,20.0,175000.0
12,0,2.0,21418.0
16,0,12.0,110000.0
16,0,7.0,150000.0
11,0,0.5,18662.0
5,0,4.0,85672.0
16,0,26.0,215000.0
2,3,14.0,37176.0
16,1,13.0,210980.0
13,2,11.0,48982.0
16,2,15.0,190000.0
16,0,1.0,80000.0
16,0,7.0,175000.0
16,0,25.0,190000.0
16,0,30.0,165000.0
16,0,10.0,150000.0
16,2,25.0,135000.0
16,1,24.0,140000.0
16,0,34.0,179000.0
5,2,15.0,91026.0
2,2,3.0,55764.0
4,2,11.0,76034.0
16,0,20.0,200000.0
16,0,3.0,98000.0
11,3,1.0,20098.0
16,0,10.0,200000.0
16,0,11.0,130000.0
16,1,3.0,105000.0
2,3,4.0,60968.0
16,0,36.0,165000.0
16,0,15.0,190000.0
16,0,7.0,85000.0
15,0,2.0,51641.0
16,1,2.0,75000.0
16,0,10.0,170000.0
2,0,6.0,67660.0
16,0,16.0,115000.0
11,2,16.0,144000.0
5,2,3.0,73892.0
10,0,5.0,85086.0
9,2,25.0,74963.0
16,0,15.0,150000.0
8,0,11.0,48190.0
11,0,8.0,34454.0
16,2,10.0,116550.0
2,1,7.0,89222.0
16,3,7.0,200000.0
16,0,5.0,120000.0
9,2,2.0,53545.0
2,0,16.0,111527.0
13,2,5.0,66342.0
4,2,1.0,85672.0
16,0,3.0,185000.0
15,0,19.0,155173.0
2,2,3.0,59481.0
16,0,6.0,105000.0
16,1,14.0,140000.0
5,2,23.0,91026.0
16,1,5.0,40000.0
16,3,8.0,146000.0
16,0,7.0,193000.0
16,2,8.0,120000.0
16,0,8.0,110000.0
1,0,9.0,50719.0
7,0,1.0,93013.0
16,0,4.0,150000.0
16,0,18.0,105000.0
12,0,14.0,84601.0
5,1,15.0,59970.0
15,0,11.0,105517.0
16,0,21.0,115000.0
16,0,29.0,190000.0
4,0,15.0,68537.0
3,1,25.0,103611.0
4,3,6.0,43907.0
0,2,35.0,118987.0
16,0,9.0,120000.0
15,0,4.0,117931.0
5,2,11.0,72821.0
16,0,10.0,56000.0
16,0,4.0,160000.0
9,0,10.0,72821.0
16,3,10.0,85000.0
9,1,8.0,59970.0
15,0,8.0,99311.0
16,2,4.0,126000.0
16,0,10.0,104000.0
16,0,12.0,226250.0
16,1,6.0,168000.0
2,1,12.0,56507.0
16,0,32.0,132000.0
16,2,34.0,235295.0
15,1,10.0,68276.0
2,0,10.0,173982.0
16,2,15.0,150000.0
16,1,30.0,185000.0
16,0,30.0,131325.0
16,0,25.0,104000.0
16,0,15.0,137000.0
16,3,13.0,155000.0
2,1,5.0,55764.0
16,0,9.0,150000.0
16,3,25.0,97000.0
2,2,10.0,74351.0
16,2,10.0,90000.0
16,0,8.0,149500.0
16,2,1.0,90000.0
16,1,8.0,160000.0
5,3,14.0,160634.0
16,1,3.0,130000.0
16,0,1.0,125000.0
16,2,48.0,150000.0
16,1,17.0,228800.0
16,1,12.0,120000.0
16,0,3.0,127000.0
16,2,8.0,125000.0
16,0,8.0,125000.0
15,0,4.0,62069.0
16,2,3.0,137000.0
2,0,6.0,70634.0
16,0,29.0,130000.0
16,3,4.0,70000.0
16,0,22.0,190000.0
16,1,2.0,82000.0
16,0,8.0,109053.0
5,2,8.0,55687.0
2,0,10.0,101861.0
2,1,13.0,163573.0
16,1,11.0,165000.0
15,3,8.0,148966.0
12,3,9.0,38552.0
2,0,8.0,163573.0
11,0,9.0,71779.0
16,0,14.0,124000.0
4,2,15.0,102806.0
16,3,17.0,150000.0
16,0,17.0,175000.0
16,2,35.0,120000.0
11,2,7.0,76085.0
16,0,20.0,250000.0
16,0,20.0,120000.0
16,0,12.0,175000.0
12,3,15.0,81388.0
16,2,12.0,190000.0
16,0,26.0,113000.0
1,3,18.0,36518.0
16,0,9.0,180000.0
12,3,15.0,48190.0
16,0,15.0,235000.0
8,3,1.0,26963.0
16,0,5.0,110000.0
5,0,11.0,64254.0
2,0,7.0,185879.0
15,0,5.0,55862.0
16,0,7.0,125000.0
16,0,5.0,215000.0
15,3,10.0,62069.0
16,1,27.0,155000.0
8,0,3.0,29450.0
16,0,25.0,142000.0
13,2,27.0,69106.0
15,0,8.0,99311.0
15,1,4.0,44690.0
16,0,6.0,200000.0
9,2,5.0,59970.0
4,1,5.0,51403.0
16,3,18.0,132000.0
2,0,3.0,59481.0
16,0,0.5,66567.0
16,2,23.0,155000.0
1,3,8.0,31649.0
16,0,12.0,150000.0
4,2,5.0,50975.0
16,2,5.0,100000.0
14,2,5.0,128953.0
5,2,1.0,49261.0
15,3,9.0,65793.0
16,0,11.0,155000.0
15,2,3.0,49457.0
5,2,15.0,118441.0
16,0,0.5,170000.0
2,0,11.0,110984.0
16,0,3.0,89000.0
16,3,2.0,200000.0
2,3,9.0,81787.0
16,0,10.0,225000.0
15,3,15.0,45931.0
5,0,2.0,70679.0
16,1,17.0,107000.0
16,0,7.0,190000.0
16,2,5.0,145000.0
16,3,3.0,127000.0
15,2,10.0,117931.0
16,0,8.0,120000.0
13,2,12.0,72792.0
15,0,18.0,53379.0
9,0,7.0,107090.0
16,0,16.0,181167.0
16,0,1.0,140000.0
16,0,25.0,200000.0
16,0,7.0,110000.0
16,0,14.0,160000.0
12,1,5.0,96381.0
16,0,11.0,230000.0
5,2,5.0,58899.0
16,1,24.0,170000.0
16,1,6.0,80000.0
8,2,10.0,85672.0
16,2,15.0,180000.0
9,1,3.0,38525.0
16,0,16.0,110000.0
5,1,31.0,107090.0
16,2,11.0,240000.0
4,2,3.0,44978.0
16,2,5.0,124000.0
6,0,5.0,44832.0
16,0,26.0,150000.0
15,0,0.5,37241.0
16,0,1.0,75089.0
16,0,7.0,155000.0
0,3,10.0,112377.0
16,2,17.0,190000.0
12,3,11.0,42836.0
16,0,33.0,105000.0
16,0,6.0,135000.0
16,0,17.0,150000.0
16,0,4.0,95000.0
15,0,10.0,43448.0
16,0,8.0,116000.0
16,0,10.0,130000.0
1,0,13.0,37532.0
13,0,10.0,55285.0
16,0,8.0,128000.0
16,0,10.0,220000.0
16,0,6.0,109000.0
5,2,2.0,85672.0
16,0,20.0,121000.0
16,0,6.0,125000.0
16,0,5.0,237495.0
16,1,16.0,80000.0
5,2,4.0,79246.0
16,2,50.0,90000.0
12,2,10.0,66396.0
16,0,20.0,60000.0
16,2,7.0,95000.0
16,3,6.0,83000.0
6,2,4.0,19993.0
16,0,50.0,140000.0
16,0,19.0,127000.0
2,0,35.0,85504.0
15,1,36.0,223449.0
16,0,7.0,160000.0
3,3,7.0,100649.0
4,2,3.0,54616.0
6,2,6.0,78760.0
3,2,23.0,129406.0
5,1,12.0,69608.0
5,2,1.0,55687.0
16,2,6.0,130000.0
10,2,7.0,89707.0
12,0,21.0,72821.0
1,1,8.0,45000.0
8,3,6.0,107090.0
16,1,6.0,79000.0
16,2,22.0,118000.0
5,2,9.0,100390.0
16,2,7.0,120000.0
8,1,2.0,23560.0
16,0,7.0,80000.0
16,0,31.0,200000.0
16,0,12.0,200000.0
16,2,14.0,160000.0
15,3,1.0,37241.0
16,0,8.0,100000.0
16,0,35.0,170000.0
16,0,35.0,225000.0
15,3,17.0,142759.0
5,0,10.0,58899.0
16,1,9.0,144000.0
14,3,15.0,104705.0
16,2,12.0,115000.0
16,3,13.0,70000.0
16,0,7.0,130000.0
2,0,13.0,78069.0
16,1,3.0,65000.0
2,2,10.0,107810.0
16,0,19.0,185000.0
15,2,0.5,55241.0
16,0,16.0,145000.0
16,0,16.0,90000.0
16,0,4.0,108000.0
16,0,4.0,70000.0
16,2,4.0,110000.0
16,2,2.0,182500.0
16,0,5.0,112000.0
16,0,9.0,150000.0
16,0,14.0,160000.0
2,0,8.0,180000.0
16,1,4.0,105000.0
16,1,27.0,81000.0
16,0,16.0,200000.0
16,2,18.0,192000.0
16,0,10.0,119600.0
7,1,25.0,147004.0
16,1,9.0,132000.0
16,0,3.0,88000.0
16,0,12.0,135000.0
16,0,29.0,130000.0
16,0,1.0,88000.0
16,0,12.0,150000.0
2,0,15.0,115245.0
3,0,5.0,98349.0
2,0,20.0,89222.0
16,0,6.0,95000.0
2,0,3.0,96657.0
16,0,11.0,122000.0
16,0,4.0,150000.0
16,0,9.0,113000.0
16,1,35.0,200000.0
16,1,20.0,175000.0
16,0,28.0,125000.0
1,0,6.0,34489.0
16,0,5.0,80000.0
2,3,4.0,100374.0
16,0,35.0,135000.0
16,0,17.0,180000.0
12,1,35.0,64254.0
16,0,24.0,170100.0
15,0,25.0,121035.0
16,2,3.0,88500.0
16,0,45.0,250000.0
16,0,9.0,250000.0
16,0,7.0,110000.0
16,0,5.0,87000.0
2,0,10.0,47213.0
3,0,17.0,83855.0
16,1,6.0,170000.0
16,2,12.0,140000.0
5,2,32.0,101735.0
16,2,19.0,210000.0
16,0,8.0,146000.0
11,0,5.0,67233.0
16,0,3.0,150000.0
15,0,12.0,83173.0
16,0,11.0,125000.0
16,0,10.0,115000.0
2,2,16.0,171008.0
16,1,32.0,140000.0
16,2,5.0,110000.0
16,3,10.0,95000.0
16,0,5.0,125000.0
16,0,7.0,205000.0
16,0,12.0,100000.0
16,1,3.0,83000.0
16,3,4.0,80000.0
16,3,16.0,165000.0
5,0,9.0,57021.0
16,0,7.0,120000.0
13,0,5.0,64499.0
16,0,13.0,160000.0
4,2,5.0,44978.0
5,2,12.0,87813.0
16,0,4.0,168400.0
1,3,3.0,15053.0
16,0,2.0,97500.0
16,2,15.0,140000.0
16,1,8.0,195000.0
15,3,4.0,198621.0
9,0,12.0,112444.0
16,0,1.0,105000.0
6,2,0.5,24234.0
16,0,23.0,132636.0
16,0,7.0,200000.0
16,0,16.0,185000.0
16,3,15.0,55000.0
16,3,31.0,165000.0
15,0,3.0,86897.0
16,0,8.0,110000.0
16,0,2.0,140000.0
5,2,6.0,91026.0
2,0,8.0,59481.0
16,0,3.0,134499.0
16,0,20.0,190000.0
16,3,18.0,70000.0
16,0,10.0,141000.0
16,3,7.0,155000.0
2,0,1.0,29741.0
16,3,3.0,100000.0
16,0,6.0,100000.0
9,0,6.0,91026.0
16,1,16.0,86000.0
16,0,1.0,100000.0
16,0,14.0,220000.0
2,1,15.0,44611.0
16,2,17.0,172000.0
16,0,18.0,125000.0
16,1,30.0,81000.0
16,0,24.0,200000.0
16,0,5.0,150000.0
16,2,12.0,250000.0
16,0,5.0,165000.0
16,0,3.0,200000.0
16,0,7.0,140000.0
16,1,7.0,180000.0
16,0,25.0,154625.0
15,3,0.5,37241.0
16,3,10.0,92000.0
16,2,10.0,117000.0
16,3,15.0,97000.0
16,0,3.0,85000.0
8,1,7.0,50332.0
16,0,3.0,170000.0
16,0,11.0,130000.0
12,0,15.0,74963.0
16,1,37.0,149000.0
16,2,30.0,200000.0
16,2,5.0,118000.0
16,3,9.0,175000.0
15,0,28.0,124138.0
15,0,5.0,48414.0
16,2,6.0,140000.0
16,0,3.0,135000.0
2,2,3.0,81787.0
16,0,20.0,101000.0
3,2,5.0,85408.0
1,0,3.0,27023.0
16,0,6.0,130000.0
2,0,4.0,70634.0
16,0,23.0,110000.0
16,3,10.0,130000.0
5,2,23.0,128507.0
15,1,8.0,60704.0
16,1,18.0,145000.0
16,3,14.0,170000.0
4,2,25.0,69608.0
16,0,8.0,78250.0
16,0,4.0,102000.0
16,2,35.0,175000.0
16,1,15.0,160000.0
16,0,9.0,175000.0
16,0,13.0,196000.0
16,0,10.0,210000.0
16,3,8.0,108000.0
16,1,17.0,138020.0
16,0,37.0,160000.0
16,0,2.0,85000.0
1,0,9.0,27388.0
16,0,8.0,140000.0
16,0,25.0,180000.0
5,0,3.0,64254.0
16,2,2.0,220000.0
16,0,6.0,105000.0
6,0,2.0,26657.0
15,0,15.0,124138.0
16,1,8.0,152000.0
10,0,3.0,52102.0
12,2,11.0,32127.0
16,0,9.0,200000.0
16,2,14.0,124000.0
16,0,19.0,205000.0
2,0,5.0,96657.0
16,0,38.0,94286.0
16,2,11.0,206000.0
4,2,10.0,57828.0
16,2,23.0,175000.0
11,0,1.0,27276.0
16,0,30.0,130000.0
1,0,2.0,15013.0
16,1,3.0,95000.0
16,3,4.0,110000.0
16,0,3.0,137000.0
16,0,8.0,200000.0
7,0,17.0,128294.0
16,2,6.0,160000.0
16,0,32.0,170000.0
4,0,5.0,34501.0
16,0,9.0,185000.0
16,0,18.0,155000.0
15,0,6.0,69517.0
12,0,4.0,34269.0
16,0,1.0,85000.0
16,2,31.0,140000.0
7,0,4.0,160367.0
3,2,9.0,85983.0
11,2,18.0,71779.0
16,2,17.0,174900.0
16,2,19.0,153000.0
3,2,4.0,89147.0
2,1,24.0,133833.0
16,2,19.0,150000.0
4,0,2.0,39088.0
15,1,8.0,80690.0
8,0,18.0,59970.0
16,2,38.0,160000.0
16,0,4.0,100000.0
11,0,5.0,48809.0
16,0,7.0,200000.0
16,0,15.0,150000.0
15,2,8.0,93104.0
16,1,17.0,95000.0
16,2,9.0,65075.0
10,2,17.0,135919.0
15,0,34.0,103035.0
16,0,9.0,224000.0
16,3,9.0,117000.0
4,2,31.0,101735.0
15,0,3.0,86897.0
16,0,10.0,150000.0
2,0,35.0,92939.0
16,2,10.0,140000.0
5,2,7.0,48190.0
9,0,2.0,44978.0
2,2,15.0,133833.0
2,1,35.0,241642.0
16,2,9.0,224000.0
16,0,7.0,108000.0
2,0,25.0,48328.0
16,0,5.0,115000.0
16,0,2.0,110000.0
2,0,17.0,110000.0
2,1,8.0,59481.0
16,1,6.0,95000.0
16,0,7.0,150000.0
12,0,7.0,93810.0
1,0,9.0,77000.0
16,0,15.0,210000.0
16,0,1.0,85000.0
9,0,5.0,48190.0
16,2,7.0,160000.0
1,2,6.0,43415.0
11,1,3.0,21534.0
2,0,5.0,70634.0
16,2,6.0,136000.0
16,0,20.0,105000.0
16,0,18.0,180000.0
15,2,25.0,211035.0
16,0,3.0,118750.0
2,2,28.0,78069.0
1,0,14.0,120000.0
16,0,27.0,210000.0
16,0,16.0,125000.0
16,2,38.0,200000.0
16,1,6.0,172000.0
16,0,19.0,200000.0
12,1,15.0,66931.0
3,2,2.0,86271.0
16,0,10.0,160000.0
2,3,4.0,53533.0
5,1,10.0,74427.0
16,0,13.0,142000.0
1,0,23.0,72000.0
16,0,10.0,240000.0
16,0,10.0,130000.0
16,0,10.0,85000.0
16,0,6.0,120000.0
16,2,13.0,185000.0
2,1,21.0,96657.0
16,1,27.0,140000.0
16,2,43.0,180000.0
11,0,2.0,47374.0
16,2,17.0,182700.0
6,0,10.0,34048.0
16,0,8.0,85000.0
16,0,1.0,100000.0
16,0,20.0,147000.0
16,0,11.0,145000.0
4,2,5.0,40694.0
16,0,4.0,150000.0
16,0,7.0,165000.0
12,2,6.0,51403.0
1,2,4.0,28403.0
9,0,6.0,64254.0
2,0,5.0,86248.0
16,1,10.0,165000.0
16,0,9.0,100000.0
16,0,4.0,100000.0
2,0,2.0,55764.0
16,0,15.0,125000.0
16,3,33.0,250000.0
6,0,2.0,16964.0
16,0,8.0,220000.0
10,0,9.0,70678.0
7,0,12.0,106912.0
16,2,9.0,240000.0
12,1,8.0,36625.0
16,0,22.0,140000.0
16,0,10.0,140000.0
16,1,10.0,130000.0
1,1,3.0,53559.0
2,0,33.0,107810.0
16,1,38.0,160000.0
8,0,12.0,53545.0
16,0,43.0,142000.0
2,0,22.0,137550.0
